Rate Code,Category,Item Description,Project Type,Work Type,Unit,Rate Min Ex GST,Recommended Rate Ex GST,Rate Max Ex GST,Adjustment Type,Rate Basis,Included Scope / Notes,Effective Date,Active
PB-FENCES-AND-RENDERED-FENCE-COM-REP,Fences & Miscellaneous Exterior Work,Rendered fence,Commercial,Repaint,m²,68.0,68.0,68.0,Fixed,Base substrate/item rate,Sound cured render.,2026-07-17,Yes
PB-FENCES-AND-RENDERED-FENCE-DOM-NEW,Fences & Miscellaneous Exterior Work,Rendered fence,Domestic,New,m²,50.0,50.0,50.0,Fixed,Base substrate/item rate,Sound cured render.,2026-07-17,Yes
PB-FENCES-AND-RENDERED-FENCE-DOM-REP,Fences & Miscellaneous Exterior Work,Rendered fence,Domestic,Repaint,m²,62.0,62.0,62.0,Fixed,Base substrate/item rate,Sound cured render.,2026-07-17,Yes
PB-FENCES-AND-TIMBER-PALING-FENCE-BO-COM-NEW,Fences & Miscellaneous Exterior Work,"Timber paling fence, both faces",Commercial,New,m²,62.0,62.0,62.0,Fixed,Base substrate/item rate,Both faces.,2026-07-17,Yes
PB-FENCES-AND-TIMBER-PALING-FENCE-BO-COM-REP,Fences & Miscellaneous Exterior Work,"Timber paling fence, both faces",Commercial,Repaint,m²,80.0,80.0,80.0,Fixed,Base substrate/item rate,Both faces.,2026-07-17,Yes
PB-FENCES-AND-TIMBER-PALING-FENCE-BO-DOM-NEW,Fences & Miscellaneous Exterior Work,"Timber paling fence, both faces",Domestic,New,m²,55.0,55.0,55.0,Fixed,Base substrate/item rate,Both faces.,2026-07-17,Yes
PB-FENCES-AND-TIMBER-PALING-FENCE-BO-DOM-REP,Fences & Miscellaneous Exterior Work,"Timber paling fence, both faces",Domestic,Repaint,m²,72.0,72.0,72.0,Fixed,Base substrate/item rate,Both faces.,2026-07-17,Yes
PB-FENCES-AND-TIMBER-PALING-FENCE-ON-COM-NEW,Fences & Miscellaneous Exterior Work,"Timber paling fence, one face",Commercial,New,m²,35.0,35.0,35.0,Fixed,Base substrate/item rate,One face only.,2026-07-17,Yes
PB-FENCES-AND-TIMBER-PALING-FENCE-ON-COM-REP,Fences & Miscellaneous Exterior Work,"Timber paling fence, one face",Commercial,Repaint,m²,45.0,45.0,45.0,Fixed,Base substrate/item rate,One face only.,2026-07-17,Yes
PB-FENCES-AND-TIMBER-PALING-FENCE-ON-DOM-NEW,Fences & Miscellaneous Exterior Work,"Timber paling fence, one face",Domestic,New,m²,30.0,30.0,30.0,Fixed,Base substrate/item rate,One face only.,2026-07-17,Yes
PB-FENCES-AND-TIMBER-PALING-FENCE-ON-DOM-REP,Fences & Miscellaneous Exterior Work,"Timber paling fence, one face",Domestic,Repaint,m²,40.0,40.0,40.0,Fixed,Base substrate/item rate,One face only.,2026-07-17,Yes
PB-FENCES-AND-TIMBER-PERGOLA-COM-NEW,Fences & Miscellaneous Exterior Work,Timber pergola,Commercial,New,m² developed,75.0,75.0,75.0,Fixed,Base substrate/item rate,Developed surface area.,2026-07-17,Yes
PB-FENCES-AND-TIMBER-PERGOLA-COM-REP,Fences & Miscellaneous Exterior Work,Timber pergola,Commercial,Repaint,m² developed,95.0,95.0,95.0,Fixed,Base substrate/item rate,Developed surface area.,2026-07-17,Yes
PB-FENCES-AND-TIMBER-PERGOLA-DOM-NEW,Fences & Miscellaneous Exterior Work,Timber pergola,Domestic,New,m² developed,65.0,65.0,65.0,Fixed,Base substrate/item rate,Developed surface area.,2026-07-17,Yes
PB-FENCES-AND-TIMBER-PERGOLA-DOM-REP,Fences & Miscellaneous Exterior Work,Timber pergola,Domestic,Repaint,m² developed,88.0,88.0,88.0,Fixed,Base substrate/item rate,Developed surface area.,2026-07-17,Yes
PB-FENCES-AND-TIMBER-POSTS-COM-NEW,Fences & Miscellaneous Exterior Work,Timber posts,Commercial,New,lm,30.0,30.0,30.0,Fixed,Base substrate/item rate,Standard posts.,2026-07-17,Yes
PB-FENCES-AND-TIMBER-POSTS-COM-REP,Fences & Miscellaneous Exterior Work,Timber posts,Commercial,Repaint,lm,40.0,40.0,40.0,Fixed,Base substrate/item rate,Standard posts.,2026-07-17,Yes
PB-FENCES-AND-TIMBER-POSTS-DOM-NEW,Fences & Miscellaneous Exterior Work,Timber posts,Domestic,New,lm,26.0,26.0,26.0,Fixed,Base substrate/item rate,Standard posts.,2026-07-17,Yes
PB-FENCES-AND-TIMBER-POSTS-DOM-REP,Fences & Miscellaneous Exterior Work,Timber posts,Domestic,Repaint,lm,36.0,36.0,36.0,Fixed,Base substrate/item rate,Standard posts.,2026-07-17,Yes
PB-FENCES-AND-WHEEL-STOPS-COM-NEW,Fences & Miscellaneous Exterior Work,Wheel stops,Commercial,New,each,90.0,90.0,90.0,Fixed,Base substrate/item rate,Standard wheel stop.,2026-07-17,Yes
PB-FENCES-AND-WHEEL-STOPS-COM-REP,Fences & Miscellaneous Exterior Work,Wheel stops,Commercial,Repaint,each,120.0,120.0,120.0,Fixed,Base substrate/item rate,Standard wheel stop.,2026-07-17,Yes
PB-FENCES-AND-WHEEL-STOPS-DOM-NEW,Fences & Miscellaneous Exterior Work,Wheel stops,Domestic,New,each,80.0,80.0,80.0,Fixed,Base substrate/item rate,Standard wheel stop.,2026-07-17,Yes
PB-FENCES-AND-WHEEL-STOPS-DOM-REP,Fences & Miscellaneous Exterior Work,Wheel stops,Domestic,Repaint,each,105.0,105.0,105.0,Fixed,Base substrate/item rate,Standard wheel stop.,2026-07-17,Yes
PB-INTERNAL-W-CEMENT-RENDER-COM-NEW,Internal Walls & Ceilings,Cement render,Commercial,New,m²,45.0,45.0,45.0,Fixed,Base substrate/item rate,Sound cured render; excludes extensive skim coating and cracks.,2026-07-17,Yes
PB-INTERNAL-W-CEMENT-RENDER-COM-REP,Internal Walls & Ceilings,Cement render,Commercial,Repaint,m²,48.0,48.0,48.0,Fixed,Base substrate/item rate,Sound cured render; excludes extensive skim coating and cracks.,2026-07-17,Yes
PB-INTERNAL-W-CEMENT-RENDER-DOM-NEW,Internal Walls & Ceilings,Cement render,Domestic,New,m²,38.0,38.0,38.0,Fixed,Base substrate/item rate,Sound cured render; excludes extensive skim coating and cracks.,2026-07-17,Yes
PB-INTERNAL-W-CEMENT-RENDER-DOM-REP,Internal Walls & Ceilings,Cement render,Domestic,Repaint,m²,45.0,45.0,45.0,Fixed,Base substrate/item rate,Sound cured render; excludes extensive skim coating and cracks.,2026-07-17,Yes
PB-INTERNAL-W-CONCRETE-BLOCKWORK-COM-NEW,Internal Walls & Ceilings,Concrete blockwork,Commercial,New,m²,52.0,52.0,52.0,Fixed,Base substrate/item rate,Includes suitable masonry sealer/block filler and finish coats.,2026-07-17,Yes
PB-INTERNAL-W-CONCRETE-BLOCKWORK-COM-REP,Internal Walls & Ceilings,Concrete blockwork,Commercial,Repaint,m²,50.0,50.0,50.0,Fixed,Base substrate/item rate,Includes suitable masonry sealer/block filler and finish coats.,2026-07-17,Yes
PB-INTERNAL-W-CONCRETE-BLOCKWORK-DOM-NEW,Internal Walls & Ceilings,Concrete blockwork,Domestic,New,m²,42.0,42.0,42.0,Fixed,Base substrate/item rate,Includes suitable masonry sealer/block filler and finish coats.,2026-07-17,Yes
PB-INTERNAL-W-CONCRETE-BLOCKWORK-DOM-REP,Internal Walls & Ceilings,Concrete blockwork,Domestic,Repaint,m²,48.0,48.0,48.0,Fixed,Base substrate/item rate,Includes suitable masonry sealer/block filler and finish coats.,2026-07-17,Yes
PB-INTERNAL-W-EXPOSED-SERVICE-COMMER-COM-NEW,Internal Walls & Ceilings,Exposed-service commercial ceiling,Commercial,New,m²,55.0,55.0,55.0,Fixed,Base substrate/item rate,Commercial only; final rate depends on service congestion and spray masking.,2026-07-17,Yes
PB-INTERNAL-W-EXPOSED-SERVICE-COMMER-COM-REP,Internal Walls & Ceilings,Exposed-service commercial ceiling,Commercial,Repaint,m²,65.0,65.0,65.0,Fixed,Base substrate/item rate,Commercial only; final rate depends on service congestion and spray masking.,2026-07-17,Yes
PB-INTERNAL-W-FIBRE-CEMENT-CEILINGS-COM-NEW,Internal Walls & Ceilings,Fibre-cement ceilings,Commercial,New,m²,48.0,48.0,48.0,Fixed,Base substrate/item rate,"Includes normal prep, primer/sealer where required and two finish coats.",2026-07-17,Yes
PB-INTERNAL-W-FIBRE-CEMENT-CEILINGS-COM-REP,Internal Walls & Ceilings,Fibre-cement ceilings,Commercial,Repaint,m²,46.0,46.0,46.0,Fixed,Base substrate/item rate,"Includes normal prep, primer/sealer where required and two finish coats.",2026-07-17,Yes
PB-INTERNAL-W-FIBRE-CEMENT-CEILINGS-DOM-NEW,Internal Walls & Ceilings,Fibre-cement ceilings,Domestic,New,m²,38.0,38.0,38.0,Fixed,Base substrate/item rate,"Includes normal prep, primer/sealer where required and two finish coats.",2026-07-17,Yes
PB-INTERNAL-W-FIBRE-CEMENT-CEILINGS-DOM-REP,Internal Walls & Ceilings,Fibre-cement ceilings,Domestic,Repaint,m²,42.0,42.0,42.0,Fixed,Base substrate/item rate,"Includes normal prep, primer/sealer where required and two finish coats.",2026-07-17,Yes
PB-INTERNAL-W-FIBRE-CEMENT-WALLS-COM-NEW,Internal Walls & Ceilings,Fibre-cement walls,Commercial,New,m²,45.0,45.0,45.0,Fixed,Base substrate/item rate,"Includes normal prep, primer/sealer where required and two finish coats.",2026-07-17,Yes
PB-INTERNAL-W-FIBRE-CEMENT-WALLS-COM-REP,Internal Walls & Ceilings,Fibre-cement walls,Commercial,Repaint,m²,44.0,44.0,44.0,Fixed,Base substrate/item rate,"Includes normal prep, primer/sealer where required and two finish coats.",2026-07-17,Yes
PB-INTERNAL-W-FIBRE-CEMENT-WALLS-DOM-NEW,Internal Walls & Ceilings,Fibre-cement walls,Domestic,New,m²,35.0,35.0,35.0,Fixed,Base substrate/item rate,"Includes normal prep, primer/sealer where required and two finish coats.",2026-07-17,Yes
PB-INTERNAL-W-FIBRE-CEMENT-WALLS-DOM-REP,Internal Walls & Ceilings,Fibre-cement walls,Domestic,Repaint,m²,40.0,40.0,40.0,Fixed,Base substrate/item rate,"Includes normal prep, primer/sealer where required and two finish coats.",2026-07-17,Yes
PB-INTERNAL-W-FIRE-RATED-PLASTERBOAR-COM-NEW,Internal Walls & Ceilings,Fire-rated plasterboard walls or ceilings,Commercial,New,m²,42.0,42.0,42.0,Fixed,Base substrate/item rate,Painting only; fire-rated installation and certification by others.,2026-07-17,Yes
PB-INTERNAL-W-FIRE-RATED-PLASTERBOAR-COM-REP,Internal Walls & Ceilings,Fire-rated plasterboard walls or ceilings,Commercial,Repaint,m²,40.0,40.0,40.0,Fixed,Base substrate/item rate,Painting only; fire-rated installation and certification by others.,2026-07-17,Yes
PB-INTERNAL-W-FIRE-RATED-PLASTERBOAR-DOM-NEW,Internal Walls & Ceilings,Fire-rated plasterboard walls or ceilings,Domestic,New,m²,30.0,30.0,30.0,Fixed,Base substrate/item rate,Painting only; fire-rated installation and certification by others.,2026-07-17,Yes
PB-INTERNAL-W-FIRE-RATED-PLASTERBOAR-DOM-REP,Internal Walls & Ceilings,Fire-rated plasterboard walls or ceilings,Domestic,Repaint,m²,35.0,35.0,35.0,Fixed,Base substrate/item rate,Painting only; fire-rated installation and certification by others.,2026-07-17,Yes
PB-INTERNAL-W-INTERNAL-BRICKWORK-COM-NEW,Internal Walls & Ceilings,Internal brickwork,Commercial,New,m²,52.0,52.0,52.0,Fixed,Base substrate/item rate,Includes normal cleaning and masonry coating system.,2026-07-17,Yes
PB-INTERNAL-W-INTERNAL-BRICKWORK-COM-REP,Internal Walls & Ceilings,Internal brickwork,Commercial,Repaint,m²,55.0,55.0,55.0,Fixed,Base substrate/item rate,Includes normal cleaning and masonry coating system.,2026-07-17,Yes
PB-INTERNAL-W-INTERNAL-BRICKWORK-DOM-NEW,Internal Walls & Ceilings,Internal brickwork,Domestic,New,m²,45.0,45.0,45.0,Fixed,Base substrate/item rate,Includes normal cleaning and masonry coating system.,2026-07-17,Yes
PB-INTERNAL-W-INTERNAL-BRICKWORK-DOM-REP,Internal Walls & Ceilings,Internal brickwork,Domestic,Repaint,m²,50.0,50.0,50.0,Fixed,Base substrate/item rate,Includes normal cleaning and masonry coating system.,2026-07-17,Yes
PB-INTERNAL-W-LEVEL-5-PLASTERBOARD-F-COM-NEW,Internal Walls & Ceilings,Level 5 plasterboard finish,Commercial,New,m²,52.0,52.0,52.0,Fixed,Base substrate/item rate,Critical-light finish; assumes Level 5 substrate complete and ready.,2026-07-17,Yes
PB-INTERNAL-W-LEVEL-5-PLASTERBOARD-F-COM-REP,Internal Walls & Ceilings,Level 5 plasterboard finish,Commercial,Repaint,m²,50.0,50.0,50.0,Fixed,Base substrate/item rate,Critical-light finish; assumes Level 5 substrate complete and ready.,2026-07-17,Yes
PB-INTERNAL-W-LEVEL-5-PLASTERBOARD-F-DOM-NEW,Internal Walls & Ceilings,Level 5 plasterboard finish,Domestic,New,m²,42.0,42.0,42.0,Fixed,Base substrate/item rate,Critical-light finish; assumes Level 5 substrate complete and ready.,2026-07-17,Yes
PB-INTERNAL-W-LEVEL-5-PLASTERBOARD-F-DOM-REP,Internal Walls & Ceilings,Level 5 plasterboard finish,Domestic,Repaint,m²,46.0,46.0,46.0,Fixed,Base substrate/item rate,Critical-light finish; assumes Level 5 substrate complete and ready.,2026-07-17,Yes
PB-INTERNAL-W-PREVIOUSLY-PAINTED-ACO-COM-REP,Internal Walls & Ceilings,Previously painted acoustic ceiling tiles,Commercial,Repaint,m²,55.0,55.0,55.0,Fixed,Base substrate/item rate,Repaint only; verify tile compatibility and condition.,2026-07-17,Yes
PB-INTERNAL-W-PREVIOUSLY-PAINTED-ACO-DOM-REP,Internal Walls & Ceilings,Previously painted acoustic ceiling tiles,Domestic,Repaint,m²,48.0,48.0,48.0,Fixed,Base substrate/item rate,Repaint only; verify tile compatibility and condition.,2026-07-17,Yes
PB-INTERNAL-W-ROUGH-OR-POROUS-CONCRE-COM-NEW,Internal Walls & Ceilings,Rough or porous concrete,Commercial,New,m²,55.0,55.0,55.0,Fixed,Base substrate/item rate,Allows additional material and labour for porosity/profile.,2026-07-17,Yes
PB-INTERNAL-W-ROUGH-OR-POROUS-CONCRE-COM-REP,Internal Walls & Ceilings,Rough or porous concrete,Commercial,Repaint,m²,58.0,58.0,58.0,Fixed,Base substrate/item rate,Allows additional material and labour for porosity/profile.,2026-07-17,Yes
PB-INTERNAL-W-ROUGH-OR-POROUS-CONCRE-DOM-NEW,Internal Walls & Ceilings,Rough or porous concrete,Domestic,New,m²,45.0,45.0,45.0,Fixed,Base substrate/item rate,Allows additional material and labour for porosity/profile.,2026-07-17,Yes
PB-INTERNAL-W-ROUGH-OR-POROUS-CONCRE-DOM-REP,Internal Walls & Ceilings,Rough or porous concrete,Domestic,Repaint,m²,52.0,52.0,52.0,Fixed,Base substrate/item rate,Allows additional material and labour for porosity/profile.,2026-07-17,Yes
PB-INTERNAL-W-SMOOTH-CONCRETE-WALLS-COM-NEW,Internal Walls & Ceilings,Smooth concrete walls,Commercial,New,m²,44.0,44.0,44.0,Fixed,Base substrate/item rate,"Sound concrete; excludes major grinding, contamination and repairs.",2026-07-17,Yes
PB-INTERNAL-W-SMOOTH-CONCRETE-WALLS-COM-REP,Internal Walls & Ceilings,Smooth concrete walls,Commercial,Repaint,m²,45.0,45.0,45.0,Fixed,Base substrate/item rate,"Sound concrete; excludes major grinding, contamination and repairs.",2026-07-17,Yes
PB-INTERNAL-W-SMOOTH-CONCRETE-WALLS-DOM-NEW,Internal Walls & Ceilings,Smooth concrete walls,Domestic,New,m²,36.0,36.0,36.0,Fixed,Base substrate/item rate,"Sound concrete; excludes major grinding, contamination and repairs.",2026-07-17,Yes
PB-INTERNAL-W-SMOOTH-CONCRETE-WALLS-DOM-REP,Internal Walls & Ceilings,Smooth concrete walls,Domestic,Repaint,m²,42.0,42.0,42.0,Fixed,Base substrate/item rate,"Sound concrete; excludes major grinding, contamination and repairs.",2026-07-17,Yes
PB-INTERNAL-W-STANDARD-PLASTERBOARD--COM-NEW,Internal Walls & Ceilings,Standard plasterboard ceilings,Commercial,New,m²,35.0,35.0,35.0,Fixed,Base substrate/item rate,Actual paintable surface area; standard access.,2026-07-17,Yes
PB-INTERNAL-W-STANDARD-PLASTERBOARD--COM-REP,Internal Walls & Ceilings,Standard plasterboard ceilings,Commercial,Repaint,m²,34.0,34.0,34.0,Fixed,Base substrate/item rate,Actual paintable surface area; standard access.,2026-07-17,Yes
PB-INTERNAL-W-STANDARD-PLASTERBOARD--DOM-NEW,Internal Walls & Ceilings,Standard plasterboard ceilings,Domestic,New,m²,25.0,25.0,25.0,Fixed,Base substrate/item rate,Actual paintable surface area; standard access.,2026-07-17,Yes
PB-INTERNAL-W-STANDARD-PLASTERBOARD--DOM-REP,Internal Walls & Ceilings,Standard plasterboard ceilings,Domestic,Repaint,m²,30.0,30.0,30.0,Fixed,Base substrate/item rate,Actual paintable surface area; standard access.,2026-07-17,Yes
PB-INTERNAL-W-STANDARD-PLASTERBOARD--COM-NEW,Internal Walls & Ceilings,Standard plasterboard walls,Commercial,New,m²,38.0,38.0,38.0,Fixed,Base substrate/item rate,Actual paintable surface area; standard access and colours.,2026-07-17,Yes
PB-INTERNAL-W-STANDARD-PLASTERBOARD--COM-REP,Internal Walls & Ceilings,Standard plasterboard walls,Commercial,Repaint,m²,36.0,36.0,36.0,Fixed,Base substrate/item rate,Actual paintable surface area; standard access and colours.,2026-07-17,Yes
PB-INTERNAL-W-STANDARD-PLASTERBOARD--DOM-NEW,Internal Walls & Ceilings,Standard plasterboard walls,Domestic,New,m²,28.0,28.0,28.0,Fixed,Base substrate/item rate,Actual paintable surface area; standard access and colours.,2026-07-17,Yes
PB-INTERNAL-W-STANDARD-PLASTERBOARD--DOM-REP,Internal Walls & Ceilings,Standard plasterboard walls,Domestic,Repaint,m²,32.0,32.0,32.0,Fixed,Base substrate/item rate,Actual paintable surface area; standard access and colours.,2026-07-17,Yes
PB-INTERNAL-W-TEXTURED-PLASTER-OR-MA-COM-NEW,Internal Walls & Ceilings,Textured plaster or masonry,Commercial,New,m²,52.0,52.0,52.0,Fixed,Base substrate/item rate,Rate allows for textured profile and additional cutting.,2026-07-17,Yes
PB-INTERNAL-W-TEXTURED-PLASTER-OR-MA-COM-REP,Internal Walls & Ceilings,Textured plaster or masonry,Commercial,Repaint,m²,58.0,58.0,58.0,Fixed,Base substrate/item rate,Rate allows for textured profile and additional cutting.,2026-07-17,Yes
PB-INTERNAL-W-TEXTURED-PLASTER-OR-MA-DOM-NEW,Internal Walls & Ceilings,Textured plaster or masonry,Domestic,New,m²,45.0,45.0,45.0,Fixed,Base substrate/item rate,Rate allows for textured profile and additional cutting.,2026-07-17,Yes
PB-INTERNAL-W-TEXTURED-PLASTER-OR-MA-DOM-REP,Internal Walls & Ceilings,Textured plaster or masonry,Domestic,Repaint,m²,52.0,52.0,52.0,Fixed,Base substrate/item rate,Rate allows for textured profile and additional cutting.,2026-07-17,Yes
PB-METALWORK--COMPLEX-STEEL-WITH-BOL-COM-NEW,Metalwork & Structural Steel,Complex steel with bolts and cleats,Commercial,New,m² developed,145.0,145.0,145.0,Fixed,Base substrate/item rate,"Allows for connections, edges and stripe coating.",2026-07-17,Yes
PB-METALWORK--COMPLEX-STEEL-WITH-BOL-COM-REP,Metalwork & Structural Steel,Complex steel with bolts and cleats,Commercial,Repaint,m² developed,185.0,185.0,185.0,Fixed,Base substrate/item rate,"Allows for connections, edges and stripe coating.",2026-07-17,Yes
PB-METALWORK--COMPLEX-STEEL-WITH-BOL-DOM-NEW,Metalwork & Structural Steel,Complex steel with bolts and cleats,Domestic,New,m² developed,120.0,120.0,120.0,Fixed,Base substrate/item rate,"Allows for connections, edges and stripe coating.",2026-07-17,Yes
PB-METALWORK--COMPLEX-STEEL-WITH-BOL-DOM-REP,Metalwork & Structural Steel,Complex steel with bolts and cleats,Domestic,Repaint,m² developed,155.0,155.0,155.0,Fixed,Base substrate/item rate,"Allows for connections, edges and stripe coating.",2026-07-17,Yes
PB-METALWORK--DETAILED-BALUSTRADES-COM-NEW,Metalwork & Structural Steel,Detailed balustrades,Commercial,New,lm,130.0,130.0,130.0,Fixed,Base substrate/item rate,Allows for detailed rails and uprights.,2026-07-17,Yes
PB-METALWORK--DETAILED-BALUSTRADES-COM-REP,Metalwork & Structural Steel,Detailed balustrades,Commercial,Repaint,lm,175.0,175.0,175.0,Fixed,Base substrate/item rate,Allows for detailed rails and uprights.,2026-07-17,Yes
PB-METALWORK--DETAILED-BALUSTRADES-DOM-NEW,Metalwork & Structural Steel,Detailed balustrades,Domestic,New,lm,115.0,115.0,115.0,Fixed,Base substrate/item rate,Allows for detailed rails and uprights.,2026-07-17,Yes
PB-METALWORK--DETAILED-BALUSTRADES-DOM-REP,Metalwork & Structural Steel,Detailed balustrades,Domestic,Repaint,lm,160.0,160.0,160.0,Fixed,Base substrate/item rate,Allows for detailed rails and uprights.,2026-07-17,Yes
PB-METALWORK--GALVANISED-STEEL-OR-FR-COM-NEW,Metalwork & Structural Steel,Galvanised steel or frames,Commercial,New,m² developed,110.0,110.0,110.0,Fixed,Base substrate/item rate,"Includes degreasing, abrasion and compatible primer.",2026-07-17,Yes
PB-METALWORK--GALVANISED-STEEL-OR-FR-COM-REP,Metalwork & Structural Steel,Galvanised steel or frames,Commercial,Repaint,m² developed,135.0,135.0,135.0,Fixed,Base substrate/item rate,"Includes degreasing, abrasion and compatible primer.",2026-07-17,Yes
PB-METALWORK--GALVANISED-STEEL-OR-FR-DOM-NEW,Metalwork & Structural Steel,Galvanised steel or frames,Domestic,New,m² developed,95.0,95.0,95.0,Fixed,Base substrate/item rate,"Includes degreasing, abrasion and compatible primer.",2026-07-17,Yes
PB-METALWORK--GALVANISED-STEEL-OR-FR-DOM-REP,Metalwork & Structural Steel,Galvanised steel or frames,Domestic,Repaint,m² developed,120.0,120.0,120.0,Fixed,Base substrate/item rate,"Includes degreasing, abrasion and compatible primer.",2026-07-17,Yes
PB-METALWORK--METAL-FENCING-ONE-SIDE-COM-NEW,Metalwork & Structural Steel,"Metal fencing, one side",Commercial,New,m²,48.0,48.0,48.0,Fixed,Base substrate/item rate,One paintable face.,2026-07-17,Yes
PB-METALWORK--METAL-FENCING-ONE-SIDE-COM-REP,Metalwork & Structural Steel,"Metal fencing, one side",Commercial,Repaint,m²,62.0,62.0,62.0,Fixed,Base substrate/item rate,One paintable face.,2026-07-17,Yes
PB-METALWORK--METAL-FENCING-ONE-SIDE-DOM-NEW,Metalwork & Structural Steel,"Metal fencing, one side",Domestic,New,m²,42.0,42.0,42.0,Fixed,Base substrate/item rate,One paintable face.,2026-07-17,Yes
PB-METALWORK--METAL-FENCING-ONE-SIDE-DOM-REP,Metalwork & Structural Steel,"Metal fencing, one side",Domestic,Repaint,m²,55.0,55.0,55.0,Fixed,Base substrate/item rate,One paintable face.,2026-07-17,Yes
PB-METALWORK--METAL-HANDRAILS-COM-NEW,Metalwork & Structural Steel,Metal handrails,Commercial,New,lm,90.0,90.0,90.0,Fixed,Base substrate/item rate,Includes normal preparation and coating.,2026-07-17,Yes
PB-METALWORK--METAL-HANDRAILS-COM-REP,Metalwork & Structural Steel,Metal handrails,Commercial,Repaint,lm,120.0,120.0,120.0,Fixed,Base substrate/item rate,Includes normal preparation and coating.,2026-07-17,Yes
PB-METALWORK--METAL-HANDRAILS-DOM-NEW,Metalwork & Structural Steel,Metal handrails,Domestic,New,lm,80.0,80.0,80.0,Fixed,Base substrate/item rate,Includes normal preparation and coating.,2026-07-17,Yes
PB-METALWORK--METAL-HANDRAILS-DOM-REP,Metalwork & Structural Steel,Metal handrails,Domestic,Repaint,lm,110.0,110.0,110.0,Fixed,Base substrate/item rate,Includes normal preparation and coating.,2026-07-17,Yes
PB-METALWORK--METAL-STAIRS-EXCLUDING-COM-NEW,Metalwork & Structural Steel,"Metal stairs, excluding treads",Commercial,New,m² developed,130.0,130.0,130.0,Fixed,Base substrate/item rate,"Stringers, risers and framing; treads priced separately.",2026-07-17,Yes
PB-METALWORK--METAL-STAIRS-EXCLUDING-COM-REP,Metalwork & Structural Steel,"Metal stairs, excluding treads",Commercial,Repaint,m² developed,175.0,175.0,175.0,Fixed,Base substrate/item rate,"Stringers, risers and framing; treads priced separately.",2026-07-17,Yes
PB-METALWORK--METAL-STAIRS-EXCLUDING-DOM-NEW,Metalwork & Structural Steel,"Metal stairs, excluding treads",Domestic,New,m² developed,110.0,110.0,110.0,Fixed,Base substrate/item rate,"Stringers, risers and framing; treads priced separately.",2026-07-17,Yes
PB-METALWORK--METAL-STAIRS-EXCLUDING-DOM-REP,Metalwork & Structural Steel,"Metal stairs, excluding treads",Domestic,Repaint,m² developed,155.0,155.0,155.0,Fixed,Base substrate/item rate,"Stringers, risers and framing; treads priced separately.",2026-07-17,Yes
PB-METALWORK--MILD-STEEL-FRAMES-COM-NEW,Metalwork & Structural Steel,Mild-steel frames,Commercial,New,m² developed,95.0,95.0,95.0,Fixed,Base substrate/item rate,Measure all accessible developed surfaces.,2026-07-17,Yes
PB-METALWORK--MILD-STEEL-FRAMES-COM-REP,Metalwork & Structural Steel,Mild-steel frames,Commercial,Repaint,m² developed,120.0,120.0,120.0,Fixed,Base substrate/item rate,Measure all accessible developed surfaces.,2026-07-17,Yes
PB-METALWORK--MILD-STEEL-FRAMES-DOM-NEW,Metalwork & Structural Steel,Mild-steel frames,Domestic,New,m² developed,80.0,80.0,80.0,Fixed,Base substrate/item rate,Measure all accessible developed surfaces.,2026-07-17,Yes
PB-METALWORK--MILD-STEEL-FRAMES-DOM-REP,Metalwork & Structural Steel,Mild-steel frames,Domestic,Repaint,m² developed,105.0,105.0,105.0,Fixed,Base substrate/item rate,Measure all accessible developed surfaces.,2026-07-17,Yes
PB-METALWORK--STEEL-COLUMNS-OR-POSTS-COM-NEW,Metalwork & Structural Steel,Steel columns or posts,Commercial,New,lm,45.0,45.0,45.0,Fixed,Base substrate/item rate,Standard section; size-dependent.,2026-07-17,Yes
PB-METALWORK--STEEL-COLUMNS-OR-POSTS-COM-REP,Metalwork & Structural Steel,Steel columns or posts,Commercial,Repaint,lm,60.0,60.0,60.0,Fixed,Base substrate/item rate,Standard section; size-dependent.,2026-07-17,Yes
PB-METALWORK--STEEL-COLUMNS-OR-POSTS-DOM-NEW,Metalwork & Structural Steel,Steel columns or posts,Domestic,New,lm,38.0,38.0,38.0,Fixed,Base substrate/item rate,Standard section; size-dependent.,2026-07-17,Yes
PB-METALWORK--STEEL-COLUMNS-OR-POSTS-DOM-REP,Metalwork & Structural Steel,Steel columns or posts,Domestic,Repaint,lm,52.0,52.0,52.0,Fixed,Base substrate/item rate,Standard section; size-dependent.,2026-07-17,Yes
PB-METALWORK--STRUCTURAL-STEEL-WITH--COM-NEW,Metalwork & Structural Steel,Structural steel with epoxy system,Commercial,New,m² developed,125.0,125.0,125.0,Fixed,Base substrate/item rate,Commercial protective coating system.,2026-07-17,Yes
PB-METALWORK--STRUCTURAL-STEEL-WITH--COM-REP,Metalwork & Structural Steel,Structural steel with epoxy system,Commercial,Repaint,m² developed,160.0,160.0,160.0,Fixed,Base substrate/item rate,Commercial protective coating system.,2026-07-17,Yes
PB-POWER-CLEAR-CONCRETE-SEALER-TWO-COAT,Power Station / High Security Industrial,"Clear concrete sealer, two coats",Power Station / High Security,Base Rate,m²,52.0,52.0,52.0,Fixed,Dedicated controlled-site rate,"Sound concrete; contamination, grinding and repairs extra.",2026-07-17,Yes
PB-POWER-EXTERNAL-CONCRETE-WALLS,Power Station / High Security Industrial,External concrete walls,Power Station / High Security,Base Rate,m²,72.0,72.0,72.0,Fixed,Dedicated controlled-site rate,Primer/sealer plus two premium exterior coats.,2026-07-17,Yes
